ATC level name,rxcui,rxaui,sab,tty,ATC code,suppress,mapped_to_bnf,combination
encainide,1,1,1,1,1,1,1,1
"encephalitis, Japanese, inactivated, whole virus",1,1,1,1,1,1,1,1
"encephalitis, Japanese, live attenuated",1,1,1,1,1,1,1,1
"encephalitis, tick borne immunoglobulin",1,1,1,1,1,1,1,1
"encephalitis, tick borne, inactivated, whole virus",1,1,1,1,1,1,1,1
encorafenib,1,1,1,1,1,1,1,1
endralazine,1,1,1,1,1,1,1,1
enflurane,1,1,1,1,1,1,1,1
enfuvirtide,1,1,1,1,1,1,1,1
enisamium iodide,1,1,1,1,1,1,1,1
enoxacin,1,1,1,1,1,1,1,1
enoxaparin,1,1,1,1,1,1,1,1
enoximone,1,1,1,1,1,1,1,1
enoxolone,1,1,1,1,1,1,1,1
enprostil,1,1,1,1,1,1,1,1
entacapone,1,1,1,1,1,1,1,1
entecavir,1,1,1,1,1,1,1,1
enzalutamide,1,1,1,1,1,1,1,1
eosin,1,1,1,1,1,1,1,1
epacadostat,1,1,1,1,1,1,1,1
epanolol,1,1,1,1,1,1,1,1
eperisone,1,1,1,1,1,1,1,1
ephedrine,5,5,5,5,5,5,5,5
"ephedrine, combinations",1,1,1,1,1,1,1,1
epicillin,1,1,1,1,1,1,1,1
epimestrol,1,1,1,1,1,1,1,1
epinastine,2,2,2,2,2,2,2,2
epinephrine,6,6,6,6,6,6,6,6
epinephrine and other drugs for obstructive airway diseases,1,1,1,1,1,1,1,1
"epinephrine, combinations",1,1,1,1,1,1,1,1
epirubicin,1,1,1,1,1,1,1,1
epitizide and potassium-sparing agents,1,1,1,1,1,1,1,1
eplerenone,1,1,1,1,1,1,1,1
epomediol,1,1,1,1,1,1,1,1
epoprostenol,1,1,1,1,1,1,1,1
eprazinone,1,1,1,1,1,1,1,1
eprosartan,1,1,1,1,1,1,1,1
eprosartan and diuretics,1,1,1,1,1,1,1,1
eprozinol,1,1,1,1,1,1,1,1
eptifibatide,1,1,1,1,1,1,1,1
eptotermin alfa,1,1,1,1,1,1,1,1
eravacycline,1,1,1,1,1,1,1,1
erbium (169Er) citrate colloid,1,1,1,1,1,1,1,1
erdosteine,1,1,1,1,1,1,1,1
erenumab,1,1,1,1,1,1,1,1
ergocalciferol,1,1,1,1,1,1,1,1
ergoloid mesylates,1,1,1,1,1,1,1,1
"ergoloid mesylates, combinations",1,1,1,1,1,1,1,1
ergometrine,1,1,1,1,1,1,1,1
ergot alkaloids,1,1,1,1,1,1,1,1
ergotamine,1,1,1,1,1,1,1,1
"ergotamine, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"ergotamine, combinations with psycholeptics",1,1,1,1,1,1,1,1
eribulin,1,1,1,1,1,1,1,1
eritrityl tetranitrate,1,1,1,1,1,1,1,1
"eritrityl tetranitrate, combinations",1,1,1,1,1,1,1,1
erlotinib,1,1,1,1,1,1,1,1
ertapenem,1,1,1,1,1,1,1,1
ertugliflozin,1,1,1,1,1,1,1,1
erythrocytes,1,1,1,1,1,1,1,1
erythromycin,3,3,3,3,3,3,3,3
"erythromycin, combinations",1,1,1,1,1,1,1,1
erythropoietin,1,1,1,1,1,1,1,1
escitalopram,1,1,1,1,1,1,1,1
esketamine,1,1,1,1,1,1,1,1
eslicarbazepine,1,1,1,1,1,1,1,1
esmolol,1,1,1,1,1,1,1,1
esomeprazole,1,1,1,1,1,1,1,1
"esomeprazole, amoxicillin and clarithromycin",1,1,1,1,1,1,1,1
estazolam,1,1,1,1,1,1,1,1
estradiol,1,1,1,1,1,1,1,1
"estradiol, combinations",1,1,1,1,1,1,1,1
estramustine,1,1,1,1,1,1,1,1
estriol,2,2,2,2,2,2,2,2
estrone,2,2,2,2,2,2,2,2
eszopiclone,1,1,1,1,1,1,1,1
etacrynic acid,1,1,1,1,1,1,1,1
etafenone,1,1,1,1,1,1,1,1
etallobarbital,1,1,1,1,1,1,1,1
etamiphylline,1,1,1,1,1,1,1,1
etamiphylline and adrenergics,1,1,1,1,1,1,1,1
etamivan,1,1,1,1,1,1,1,1
etamsylate,1,1,1,1,1,1,1,1
etanautine,1,1,1,1,1,1,1,1
etanercept,1,1,1,1,1,1,1,1
etelcalcetide,1,1,1,1,1,1,1,1
eteplirsen,1,1,1,1,1,1,1,1
ethacizine,1,1,1,1,1,1,1,1
ethacridine lactate,2,2,2,2,2,2,2,2
ethadione,1,1,1,1,1,1,1,1
ethambutol,1,1,1,1,1,1,1,1
ethambutol and isoniazid,1,1,1,1,1,1,1,1
ethanol,3,3,3,3,3,3,3,3
ethchlorvynol,1,1,1,1,1,1,1,1
ethenzamide,1,1,1,1,1,1,1,1
"ethenzamide, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"ethenzamide, combinations with psycholeptics",1,1,1,1,1,1,1,1
ethinylestradiol,2,2,2,2,2,2,2,2
ethionamide,1,1,1,1,1,1,1,1
ethisterone,1,1,1,1,1,1,1,1
ethisterone and estrogen,1,1,1,1,1,1,1,1
ethosuximide,1,1,1,1,1,1,1,1
"ethosuximide, combinations",1,1,1,1,1,1,1,1
ethotoin,1,1,1,1,1,1,1,1
ethulose,1,1,1,1,1,1,1,1
ethyl biscoumacetate,1,1,1,1,1,1,1,1
ethyl chloride,1,1,1,1,1,1,1,1
ethyl esters of iodised fatty acids,1,1,1,1,1,1,1,1
ethyl hydroxybenzoate,1,1,1,1,1,1,1,1
ethyl loflazepate,1,1,1,1,1,1,1,1
ethylestrenol,1,1,1,1,1,1,1,1
ethylmorphine,2,2,2,2,2,2,2,2
etidocaine,1,1,1,1,1,1,1,1
"etidocaine, combinations",1,1,1,1,1,1,1,1
etidronic acid,1,1,1,1,1,1,1,1
"etidronic acid and calcium, sequential",1,1,1,1,1,1,1,1
etifoxine,1,1,1,1,1,1,1,1
etilamfetamine,1,1,1,1,1,1,1,1
etilefrine,1,1,1,1,1,1,1,1
"etilefrine, combinations",1,1,1,1,1,1,1,1
etilevodopa and decarboxylase inhibitor,1,1,1,1,1,1,1,1
etirinotecan pegol,1,1,1,1,1,1,1,1
etizolam,1,1,1,1,1,1,1,1
etodolac,1,1,1,1,1,1,1,1
etofamide,1,1,1,1,1,1,1,1
etofenamate,1,1,1,1,1,1,1,1
etofibrate,1,1,1,1,1,1,1,1
etofylline nicotinate,1,1,1,1,1,1,1,1
etoglucid,1,1,1,1,1,1,1,1
etohexadiol,1,1,1,1,1,1,1,1
etomidate,1,1,1,1,1,1,1,1
etonogestrel,1,1,1,1,1,1,1,1
etoperidone,1,1,1,1,1,1,1,1
etoposide,1,1,1,1,1,1,1,1
etoricoxib,1,1,1,1,1,1,1,1
etozolin,1,1,1,1,1,1,1,1
etravirine,1,1,1,1,1,1,1,1
etretinate,1,1,1,1,1,1,1,1
etybenzatropine,1,1,1,1,1,1,1,1
etynodiol,1,1,1,1,1,1,1,1
etynodiol and estrogen,1,1,1,1,1,1,1,1
etynodiol and ethinylestradiol,1,1,1,1,1,1,1,1
euflavine,1,1,1,1,1,1,1,1
everolimus,2,2,2,2,2,2,2,2
evogliptin,1,1,1,1,1,1,1,1
evolocumab,1,1,1,1,1,1,1,1
exemestane,1,1,1,1,1,1,1,1
exenatide,1,1,1,1,1,1,1,1
expectorant combinations excluding combinations with cough suppressants,1,1,1,1,1,1,1,1
"expectorant combinations, excl. combinations with cough suppressants",1,1,1,1,1,1,1,1
ezetimibe,1,1,1,1,1,1,1,1
fabomotizole,1,1,1,1,1,1,1,1
factor VIII inhibitor bypassing activity,1,1,1,1,1,1,1,1
faldaprevir,1,1,1,1,1,1,1,1
famciclovir,2,2,2,2,2,2,2,2
famotidine,1,1,1,1,1,1,1,1
"famotidine, combinations",1,1,1,1,1,1,1,1
fampridine,1,1,1,1,1,1,1,1
faropenem,1,1,1,1,1,1,1,1
fasudil,1,1,1,1,1,1,1,1
fat emulsions,1,1,1,1,1,1,1,1
fazadinium bromide,1,1,1,1,1,1,1,1
feather,1,1,1,1,1,1,1,1
febarbamate,1,1,1,1,1,1,1,1
febuxostat,1,1,1,1,1,1,1,1
fedrilate,1,1,1,1,1,1,1,1
felbamate,1,1,1,1,1,1,1,1
felbinac,1,1,1,1,1,1,1,1
felodipine,1,1,1,1,1,1,1,1
fenbendazole,1,1,1,1,1,1,1,1
fenbufen,1,1,1,1,1,1,1,1
fencamfamin,1,1,1,1,1,1,1,1
fendiline,1,1,1,1,1,1,1,1
fenetylline,1,1,1,1,1,1,1,1
fenfluramine,1,1,1,1,1,1,1,1
fenofibrate,1,1,1,1,1,1,1,1
fenoldopam,1,1,1,1,1,1,1,1
fenoprofen,1,1,1,1,1,1,1,1
fenoterol,3,3,3,3,3,3,3,3
fenoterol and ipratropium bromide,1,1,1,1,1,1,1,1
fenoverine,1,1,1,1,1,1,1,1
fenoxazoline,1,1,1,1,1,1,1,1
fenozolone,1,1,1,1,1,1,1,1
fenpiprane,1,1,1,1,1,1,1,1
fenpiverinium,1,1,1,1,1,1,1,1
fenquizone,1,1,1,1,1,1,1,1
fenspiride,2,2,2,2,2,2,2,2
fentanyl,2,2,2,2,2,2,2,2
"fentanyl, combinations",1,1,1,1,1,1,1,1
fentiazac,2,2,2,2,2,2,2,2
fenticonazole,2,2,2,2,2,2,2,2
fentonium,1,1,1,1,1,1,1,1
fenyramidol,1,1,1,1,1,1,1,1
feprazone,2,2,2,2,2,2,2,2
"feprazone, combinations",1,1,1,1,1,1,1,1
ferric (59Fe) citrate,1,1,1,1,1,1,1,1
ferric acetyl transferrin,1,1,1,1,1,1,1,1
ferric ammonium citrate,1,1,1,1,1,1,1,1
ferric citrate,1,1,1,1,1,1,1,1
ferric hydroxide,1,1,1,1,1,1,1,1
ferric maltol,1,1,1,1,1,1,1,1
ferric oxide polymaltose complexes,2,2,2,2,2,2,2,2
ferric proteinsuccinylate,1,1,1,1,1,1,1,1
ferric sodium citrate,1,1,1,1,1,1,1,1
ferristene,1,1,1,1,1,1,1,1
ferrous amino acid complex,1,1,1,1,1,1,1,1
ferrous ascorbate,1,1,1,1,1,1,1,1
ferrous aspartate,1,1,1,1,1,1,1,1
ferrous carbonate,1,1,1,1,1,1,1,1
ferrous chloride,1,1,1,1,1,1,1,1
ferrous fumarate,2,2,2,2,2,2,2,2
ferrous gluconate,1,1,1,1,1,1,1,1
ferrous glycine sulfate,1,1,1,1,1,1,1,1
ferrous iodine,1,1,1,1,1,1,1,1
ferrous succinate,1,1,1,1,1,1,1,1
ferrous sulfate,2,2,2,2,2,2,2,2
ferrous tartrate,1,1,1,1,1,1,1,1
fertility disturbances test diagnostic agents,1,1,1,1,1,1,1,0
ferumoxsil,1,1,1,1,1,1,1,1
fesoterodine,1,1,1,1,1,1,1,1
fexapotide,1,1,1,1,1,1,1,1
fexinidazole,1,1,1,1,1,1,1,1
fexofenadine,1,1,1,1,1,1,1,1
fibrinogen (125I),1,1,1,1,1,1,1,1
"fibrinogen, human",1,1,1,1,1,1,1,1
fibrinolysin,1,1,1,1,1,1,1,1
fibrinolysin and desoxyribonuclease,1,1,1,1,1,1,1,1
fidaxomicin,1,1,1,1,1,1,1,1
filgrastim,1,1,1,1,1,1,1,1
fimasartan,1,1,1,1,1,1,1,1
fimasartan and diuretics,1,1,1,1,1,1,1,1
finasteride,2,2,2,2,2,2,2,2
fingolimod,1,1,1,1,1,1,1,1
fipexide,1,1,1,1,1,1,1,1
flavoxate,1,1,1,1,1,1,1,1
flecainide,1,1,1,1,1,1,1,1
fleroxacin,1,1,1,1,1,1,1,1
flibanserin,1,1,1,1,1,1,1,1
floctafenine,1,1,1,1,1,1,1,1
flomoxef,1,1,1,1,1,1,1,1
florbetaben (18F),1,1,1,1,1,1,1,1
florbetapir (18F),1,1,1,1,1,1,1,1
flosequinan,1,1,1,1,1,1,1,1
flower allergenic extracts,1,1,1,1,1,1,1,1
flowers,1,1,1,1,1,1,1,1
floxuridine,1,1,1,1,1,1,1,1
fluanisone,1,1,1,1,1,1,1,1
flubendazole,1,1,1,1,1,1,1,1
fluciclovine (18F),1,1,1,1,1,1,1,1
fluclorolone,1,1,1,1,1,1,1,1
flucloxacillin,1,1,1,1,1,1,1,1
fluconazole,2,2,2,2,2,2,2,2
flucytosine,2,2,2,2,2,2,2,2
fludarabine,1,1,1,1,1,1,1,1
fludeoxyglucose (18F),1,1,1,1,1,1,1,1
fludiazepam,1,1,1,1,1,1,1,1
fludrocortisone,1,1,1,1,1,1,1,1
fludrocortisone and antiinfectives,3,3,3,3,3,3,3,3
fludroxycortide,1,1,1,1,1,1,1,1
fludroxycortide and antibiotics,1,1,1,1,1,1,1,1
flufenamic acid,1,1,1,1,1,1,1,1
fluindione,1,1,1,1,1,1,1,1
flumazenil,1,1,1,1,1,1,1,1
flumedroxone,1,1,1,1,1,1,1,1
flumequine,1,1,1,1,1,1,1,1
flumetasone,2,2,2,2,2,2,2,2
flumetasone and antibiotics,1,1,1,1,1,1,1,1
flumetasone and antiinfectives,1,1,1,1,1,1,1,1
flumetasone and antiseptics,1,1,1,1,1,1,1,1
flunarizine,1,1,1,1,1,1,1,1
flunisolide,2,2,2,2,2,2,2,2
flunitrazepam,1,1,1,1,1,1,1,1
flunoxaprofen,2,2,2,2,2,2,2,2
fluocinolone acetonide,4,4,4,4,4,4,4,4
fluocinolone acetonide and antibiotics,1,1,1,1,1,1,1,1
fluocinolone acetonide and antiinfectives,2,2,2,2,2,2,2,2
fluocinolone acetonide and antiseptics,1,1,1,1,1,1,1,1
fluocinonide,2,2,2,2,2,2,2,2
fluocinonide and antibiotics,1,1,1,1,1,1,1,1
fluocortin,1,1,1,1,1,1,1,1
fluocortolone,4,4,4,4,4,4,4,4
fluocortolone and antibiotics,1,1,1,1,1,1,1,1
fluocortolone and antiinfectives,1,1,1,1,1,1,1,1
fluocortolone and antiseptics,1,1,1,1,1,1,1,1
fluorescein,1,1,1,1,1,1,1,1
"fluorescein, combinations",1,1,1,1,1,1,1,1
"fluoride, combinations",1,1,1,1,1,1,1,1
fluorocarbon blood substitutes,1,1,1,1,1,1,1,1
fluorocholine(18F),1,1,1,1,1,1,1,1
fluorodopa (18F),1,1,1,1,1,1,1,1
fluoroestradiol (18F),1,1,1,1,1,1,1,1
fluoroethyl-L-tyrosine (18F),1,1,1,1,1,1,1,1
fluoroethylcholine (18F),1,1,1,1,1,1,1,1
fluorometholone,6,6,6,6,6,6,6,6
fluorometholone and antibiotics,1,1,1,1,1,1,1,1
fluorometholone and antiinfectives,1,1,1,1,1,1,1,1
fluorometholone and mydriatics,1,1,1,1,1,1,1,1
fluorouracil,1,1,1,1,1,1,1,1
"fluorouracil, combinations",1,1,1,1,1,1,1,1
fluostigmine,1,1,1,1,1,1,1,1
fluoxetine,1,1,1,1,1,1,1,1
fluoxetine and psycholeptics,1,1,1,1,1,1,1,1
fluoxymesterone,1,1,1,1,1,1,1,1
flupentixol,1,1,1,1,1,1,1,1
fluperolone,1,1,1,1,1,1,1,1
fluphenazine,1,1,1,1,1,1,1,1
flupirtine,1,1,1,1,1,1,1,1
fluprednidene,2,2,2,2,2,2,2,2
fluprednidene and antibiotics,1,1,1,1,1,1,1,1
flurazepam,1,1,1,1,1,1,1,1
flurbiprofen,4,4,4,4,4,4,4,4
flurithromycin,1,1,1,1,1,1,1,1
fluspirilene,1,1,1,1,1,1,1,1
flutamide,1,1,1,1,1,1,1,1
flutemetamol (18F),1,1,1,1,1,1,1,1
fluticasone,3,3,3,3,3,3,3,3
fluticasone furoate,2,2,2,2,2,2,2,2
"fluticasone, combinations",1,1,1,1,1,1,1,1
flutrimazole,2,2,2,2,2,2,2,2
fluvastatin,1,1,1,1,1,1,1,1
fluvoxamine,1,1,1,1,1,1,1,1
folic acid,1,1,1,1,1,1,1,1
"folic acid, combinations",1,1,1,1,1,1,1,1
follitropin alfa,1,1,1,1,1,1,1,1
follitropin beta,1,1,1,1,1,1,1,1
follitropin delta,1,1,1,1,1,1,1,1
fomepizole,1,1,1,1,1,1,1,1
fomivirsen,1,1,1,1,1,1,1,1
fondaparinux,1,1,1,1,1,1,1,1
food,1,1,1,1,1,1,1,1
formestane,1,1,1,1,1,1,1,1
formocortal,1,1,1,1,1,1,1,1
formoterol,1,1,1,1,1,1,1,1
formoterol and aclidinium bromide,1,1,1,1,1,1,1,1
formoterol and beclometasone,1,1,1,1,1,1,1,1
formoterol and budesonide,1,1,1,1,1,1,1,1
formoterol and fluticasone,1,1,1,1,1,1,1,1
formoterol and glycopyrronium bromide,1,1,1,1,1,1,1,1
formoterol and mometasone,1,1,1,1,1,1,1,1
"formoterol, glycopyrronium bromide and beclometasone",1,1,1,1,1,1,1,1
fosamprenavir,1,1,1,1,1,1,1,1
foscarnet,1,1,1,1,1,1,1,1
fosfestrol,1,1,1,1,1,1,1,1
fosfocreatine,1,1,1,1,1,1,1,1
fosfomycin,1,1,1,1,1,1,1,1
fosfonet,1,1,1,1,1,1,1,1
fosinopril,1,1,1,1,1,1,1,1
fosinopril and diuretics,1,1,1,1,1,1,1,1
fosphenytoin,1,1,1,1,1,1,1,1
fostamatinib,1,1,1,1,1,1,1,1
fotemustine,1,1,1,1,1,1,1,1
framycetin,3,3,3,3,3,3,3,3
frovatriptan,1,1,1,1,1,1,1,1
fructose,1,1,1,1,1,1,1,1
"fructose 1,6-diphosphate",1,1,1,1,1,1,1,1
fulvestrant,1,1,1,1,1,1,1,1
fumagillin,1,1,1,1,1,1,1,1
fumaric acid,1,1,1,1,1,1,1,1
"fumaric acid derivatives, combinations",1,1,1,1,1,1,1,1
furazidin,1,1,1,1,1,1,1,1
furazolidone,1,1,1,1,1,1,1,1
furosemide,1,1,1,1,1,1,1,1
furosemide and potassium,1,1,1,1,1,1,1,1
furosemide and potassium-sparing agents,1,1,1,1,1,1,1,1
fusafungine,1,1,1,1,1,1,1,1
fusidic acid,4,4,4,4,4,4,4,4
g-strophanthin,1,1,1,1,1,1,1,1
gabapentin,1,1,1,1,1,1,1,1
gadobenic acid,1,1,1,1,1,1,1,1
gadobutrol,1,1,1,1,1,1,1,1
gadodiamide,1,1,1,1,1,1,1,1
gadofosveset,1,1,1,1,1,1,1,1
gadopentetic acid,1,1,1,1,1,1,1,1
gadoteric acid,1,1,1,1,1,1,1,1
gadoteridol,1,1,1,1,1,1,1,1
gadoversetamide,1,1,1,1,1,1,1,1
gadoxetic acid,1,1,1,1,1,1,1,1
galactose,1,1,1,1,1,1,1,1
galantamine,1,1,1,1,1,1,1,1
galcanezumab,1,1,1,1,1,1,1,1
gallamine,1,1,1,1,1,1,1,1
gallium (67Ga) citrate,1,1,1,1,1,1,1,1
gallium (68Ga) edotreotide,1,1,1,1,1,1,1,1
gallopamil,1,1,1,1,1,1,1,1
galsulfase,1,1,1,1,1,1,1,1
gamolenic acid,1,1,1,1,1,1,1,1
"gamolenic acid, combinations",1,1,1,1,1,1,1,1
ganciclovir,2,2,2,2,2,2,2,2
ganirelix,1,1,1,1,1,1,1,1
garenoxacin,1,1,1,1,1,1,1,1
gas-gangrene sera,1,1,1,1,1,1,1,1
gastric secretion test diagnostic agents,1,1,1,1,1,1,1,0
gatifloxacin,2,2,2,2,2,2,2,2
gedocarnil,1,1,1,1,1,1,1,1
gefarnate,1,1,1,1,1,1,1,1
"gefarnate, combinations with psycholeptics",1,1,1,1,1,1,1,1
gefitinib,1,1,1,1,1,1,1,1
gelatin agents,1,1,1,1,1,1,1,1
gemcitabine,1,1,1,1,1,1,1,1
gemeprost,1,1,1,1,1,1,1,1
gemfibrozil,1,1,1,1,1,1,1,1
gemifloxacin,1,1,1,1,1,1,1,1
gemigliptin,1,1,1,1,1,1,1,1
gemigliptin and rosuvastatin,1,1,1,1,1,1,1,1
gemtuzumab ozogamicin,1,1,1,1,1,1,1,1
gentamicin,5,5,5,5,5,5,5,5
gepefrine,1,1,1,1,1,1,1,1
gepirone,1,1,1,1,1,1,1,1
gestodene and ethinylestradiol,2,2,2,2,2,2,2,2
gestonorone,2,2,2,2,2,2,2,2
gestrinone,1,1,1,1,1,1,1,1
gitoformate,1,1,1,1,1,1,1,1
glafenine,1,1,1,1,1,1,1,1
glatiramer acetate,1,1,1,1,1,1,1,1
glecaprevir and pibrentasvir,1,1,1,1,1,1,1,1
glibenclamide,1,1,1,1,1,1,1,1
glibornuride,1,1,1,1,1,1,1,1
gliclazide,1,1,1,1,1,1,1,1
glimepiride,1,1,1,1,1,1,1,1
glimepiride and pioglitazone,1,1,1,1,1,1,1,1
glimepiride and rosiglitazone,1,1,1,1,1,1,1,1
glipizide,1,1,1,1,1,1,1,1
gliquidone,1,1,1,1,1,1,1,1
glisoxepide,1,1,1,1,1,1,1,1
glucagon,1,1,1,1,1,1,1,1
glucarpidase,1,1,1,1,1,1,1,1
glucosamine,1,1,1,1,1,1,1,1
glucosaminoglycan polysulfate,1,1,1,1,1,1,1,1
glucose,3,3,3,3,3,3,3,3
"glucose, combinations",1,1,1,1,1,1,1,1
glutamic acid hydrochloride,1,1,1,1,1,1,1,1
glutamine,1,1,1,1,1,1,1,1
glutathione,1,1,1,1,1,1,1,1
glutethimide,1,1,1,1,1,1,1,1
glycerol,2,2,2,2,2,2,2,2
glycerol phenylbutyrate,1,1,1,1,1,1,1,1
glyceryl trinitrate,2,2,2,2,2,2,2,2
"glyceryl trinitrate, combinations",1,1,1,1,1,1,1,1
glycine,1,1,1,1,1,1,1,1
glycobiarsol,1,1,1,1,1,1,1,1
"glycobiarsol, combinations",1,1,1,1,1,1,1,1
glycopyrronium bromide,2,2,2,2,2,2,2,2
glycopyrronium bromide and psycholeptics,1,1,1,1,1,1,1,1
glycyrrhizic acid,1,1,1,1,1,1,1,1
glymidine,1,1,1,1,1,1,1,1
gold (198Au) colloidal,1,1,1,1,1,1,1,1
golimumab,1,1,1,1,1,1,1,1
gonadorelin,2,2,2,2,2,2,2,2
gonadotropin combinations,1,1,1,1,1,1,1,1
goserelin,1,1,1,1,1,1,1,1
gramicidin,1,1,1,1,1,1,1,1
granisetron,1,1,1,1,1,1,1,1
grass pollen,1,1,1,1,1,1,1,1
grepafloxacin,1,1,1,1,1,1,1,1
griseofulvin,2,2,2,2,2,2,2,2
guacetisal,1,1,1,1,1,1,1,1
guaiacolsulfonate,1,1,1,1,1,1,1,1
guaiazulen,1,1,1,1,1,1,1,1
guaifenesin,1,1,1,1,1,1,1,1
guanazodine,1,1,1,1,1,1,1,1
guanethidine,2,2,2,2,2,2,2,2
guanethidine and diuretics,1,1,1,1,1,1,1,1
guanfacine,1,1,1,1,1,1,1,1
guanoclor,1,1,1,1,1,1,1,1
guanoxabenz,1,1,1,1,1,1,1,1
guanoxan,1,1,1,1,1,1,1,1
guar gum,1,1,1,1,1,1,1,1
guselkumab,1,1,1,1,1,1,1,1
gusperimus,1,1,1,1,1,1,1,1
hachimycin,3,3,3,3,3,3,3,3
halazepam,1,1,1,1,1,1,1,1
halcinonide,1,1,1,1,1,1,1,1
halofantrine,1,1,1,1,1,1,1,1
halometasone,1,1,1,1,1,1,1,1
haloperidol,1,1,1,1,1,1,1,1
haloprogin,1,1,1,1,1,1,1,1
halothane,1,1,1,1,1,1,1,1
helium,1,1,1,1,1,1,1,1
hematin,1,1,1,1,1,1,1,1
hemoglobin crosfumaril,1,1,1,1,1,1,1,1
hemoglobin glutamer (bovine),1,1,1,1,1,1,1,1
hemoglobin raffimer,1,1,1,1,1,1,1,1
hemophilus influenzae B and hepatitis B,1,1,1,1,1,1,1,1
hemophilus influenzae B and poliomyelitis,1,1,1,1,1,1,1,1
"hemophilus influenzae B, combinations with meningococcus C, conjugated",1,1,1,1,1,1,1,1
"hemophilus influenzae B, combinations with pertussis and toxoids",1,1,1,1,1,1,1,1
"hemophilus influenzae B, combinations with toxoids",1,1,1,1,1,1,1,1
"hemophilus influenzae B, purified antigen conjugated",1,1,1,1,1,1,1,1
heparin,3,3,3,3,3,3,3,3
"heparin, combinations",2,2,2,2,2,2,2,2
"heparinoid, combinations",1,1,1,1,1,1,1,1
hepatitis A immunoglobulin,1,1,1,1,1,1,1,1
"hepatitis A, inactivated, whole virus",1,1,1,1,1,1,1,1
hepatitis B immunoglobulin,1,1,1,1,1,1,1,1
"hepatitis B, purified antigen",1,1,1,1,1,1,1,1
heptabarbital,1,1,1,1,1,1,1,1
heptaminol,1,1,1,1,1,1,1,1
hetacillin,1,1,1,1,1,1,1,1
hexachlorophene,1,1,1,1,1,1,1,1
hexafluronium,1,1,1,1,1,1,1,1
hexamidine,5,5,5,5,5,5,5,5
hexapropymate,1,1,1,1,1,1,1,1
hexetidine,2,2,2,2,2,2,2,2
hexobarbital,2,2,2,2,2,2,2,2
hexobendine,1,1,1,1,1,1,1,1
hexocyclium,1,1,1,1,1,1,1,1
hexoprenaline,2,2,2,2,2,2,2,2
hexylresorcinol,1,1,1,1,1,1,1,1
hidrosmin,1,1,1,1,1,1,1,1
histamine dihydrochloride,1,1,1,1,1,1,1,1
histamine phosphate,1,1,1,1,1,1,1,1
histapyrrodine,1,1,1,1,1,1,1,1
"histapyrrodine, combinations",1,1,1,1,1,1,1,1
histrelin,1,1,1,1,1,1,1,1
homatropine,1,1,1,1,1,1,1,1
house dust mites,1,1,1,1,1,1,1,1
human menopausal gonadotrophin,1,1,1,1,1,1,1,1
hyaluronic acid,4,4,4,4,4,4,4,4
"hyaluronic acid, combinations",1,1,1,1,1,1,1,1
hyaluronidase,1,1,1,1,1,1,1,1
hydralazine,1,1,1,1,1,1,1,1
hydralazine and diuretics,1,1,1,1,1,1,1,1
hydrochloric acid,2,2,2,2,2,2,2,2
hydrochlorothiazide,1,1,1,1,1,1,1,1
hydrochlorothiazide and potassium,1,1,1,1,1,1,1,1
hydrochlorothiazide and potassium-sparing agents,1,1,1,1,1,1,1,1
"hydrochlorothiazide, combinations",1,1,1,1,1,1,1,1
hydrocodone,1,1,1,1,1,1,1,1
hydrocortisone,9,9,9,9,9,9,9,9
hydrocortisone aceponate,1,1,1,1,1,1,1,1
hydrocortisone and antibiotics,1,1,1,1,1,1,1,1
hydrocortisone and antiinfectives,3,3,3,3,3,3,3,3
hydrocortisone and antiseptics,1,1,1,1,1,1,1,1
hydrocortisone and mydriatics,1,1,1,1,1,1,1,1
hydrocortisone buteprate,1,1,1,1,1,1,1,1
hydrocortisone butyrate,1,1,1,1,1,1,1,1
hydrocortisone butyrate and antiseptics,1,1,1,1,1,1,1,1
"hydrocortisone, combinations",1,1,1,1,1,1,1,1
hydroflumethiazide,1,1,1,1,1,1,1,1
hydroflumethiazide and potassium,1,1,1,1,1,1,1,1
"hydroflumethiazide, combinations",1,1,1,1,1,1,1,1
hydrogen peroxide,4,4,4,4,4,4,4,4
hydromorphone,1,1,1,1,1,1,1,1
hydromorphone and antispasmodics,1,1,1,1,1,1,1,1
hydromorphone and naloxone,1,1,1,1,1,1,1,1
hydroquinidine,1,1,1,1,1,1,1,1
hydroquinine,1,1,1,1,1,1,1,1
hydroquinone,1,1,1,1,1,1,1,1
hydrotalcite,1,1,1,1,1,1,1,1
hydroxocobalamin,2,2,2,2,2,2,2,2
"hydroxocobalamin, combinations",1,1,1,1,1,1,1,1
hydroxycarbamide,1,1,1,1,1,1,1,1
hydroxychloroquine,1,1,1,1,1,1,1,1
hydroxyethylpromethazine,1,1,1,1,1,1,1,1
"hydroxyethylpromethazine, combinations",1,1,1,1,1,1,1,1
hydroxyethylstarch,1,1,1,1,1,1,1,1
hydroxyprogesterone,1,1,1,1,1,1,1,1
hydroxyprogesterone and estrogen,1,1,1,1,1,1,1,1
hydroxyzine,1,1,1,1,1,1,1,1
"hydroxyzine, combinations",1,1,1,1,1,1,1,1
hymecromone,1,1,1,1,1,1,1,1
hyoscyamine,1,1,1,1,1,1,1,1
hyoscyamine and psycholeptics,1,1,1,1,1,1,1,1
hypromellose,1,1,1,1,1,1,1,1
